https://public-firing-range.appspot.com/,FiringRange
http://demo.testfire.net/,Testfire,jsmith,Demo1234,true
http://aspnet.testsparker.com/,Testsparker,admin,admin123456,true
http://testphp.vulnweb.com/,Vulnweb,test,test,true
